sales_date,order_id,customer_name,product_name,category,price,quantity,discount,total,shipping_fee,total_sales,status,shipping_address,city,customer_name_clean,status_clean,shipping_address_clean,city_clean,category_clean
2025-01-19,ORD00536,Customer_1293,Penggiling Bumbu Manual,Peralatan Masak,89000,3,0,267000,60000,327000,refund,Kelurahan 120, Jakarta Timur,Customer_1293,refund,Kelurahan 120,Jakarta Timur,Alat Masak
2025-04-14,ORD02852,Customer_5773,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,60000,327000,completed,kelurahan 175, jakarta timur,Customer_5773,complete,Kelurahan 175,Jakarta Timur,Alat Masak
2025-05-06,ORD03486,customer_377,Penggiling Bumbu Manual,Peralatan Masak,89000,3,0,267000,60000,327000,completed,Kelurahan 91, Jakarta Timur,Customer_377,complete,Kelurahan 91,Jakarta Timur,Alat Masak
2025-06-04,ORD04268,Customer_6279,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,60000,327000,cancel,Kelurahan 127, Jakarta Timur,Customer_6279,cancel,Kelurahan 127,Jakarta Timur,Alat Masak
2025-06-18,ORD04663,Customer_4519,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,60000,327000,completed,Kelurahan 86, Jakarta Timur,Customer_4519,complete,Kelurahan 86,Jakarta Timur,Alat Masak
2025-07-19,ORD05555,Customer_14,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,60000,327000,cancel,Kelurahan 89, Jakarta Timur,Customer_14,cancel,Kelurahan 89,Jakarta Timur,Alat Masak
2025-08-21,ORD06509,Customer_3355,Penggiling Bumbu Manual,Peralatan Masak,89000,3,0,267000,60000,327000,completed,Kelurahan 147, Jakarta Timur,Customer_3355,complete,Kelurahan 147,Jakarta Timur,Alat Masak
2025-08-22,ORD06543,Customer_3720,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,60000,327000,completed,Kelurahan 129, Jakarta Timur,Customer_3720,complete,Kelurahan 129,Jakarta Timur,Alat Masak
2025-09-06,ORD06921,Customer_4335,Penggiling Bumbu Manual,Peralatan Masak,89000,3,0,267000,60000,327000,cancel,Kelurahan 42, Jakarta Timur,Customer_4335,cancel,Kelurahan 42,Jakarta Timur,Alat Masak
2025-12-22,ORD09736,Customer_7,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,60000,327000,completed,Kelurahan 137, Jakarta Timur,Customer_7,complete,Kelurahan 137,Jakarta Timur,Alat Masak
2025-08-21,ORD06484,Customer_1055,Rak Serbaguna Dapur,Penyimpanan,275000,1,0,275000,60000,335000,completed,Kelurahan 142, Jakarta Timur,Customer_1055,complete,Kelurahan 142,Jakarta Timur,Alat Simpan
2025-08-25,ORD06609,Customer_1884,Rak Serbaguna Dapur,Penyimpanan,275000,1,0,275000,60000,335000,completed,Kelurahan 103, Jakarta Timur,Customer_1884,complete,Kelurahan 103,Jakarta Timur,Alat Simpan
2025-09-12,ORD07071,Customer_21,Rak Serbaguna Dapur,Penyimpanan,275000,1,0,275000,60000,335000,completed,Kelurahan 84, Jakarta Timur,Customer_21,complete,Kelurahan 84,Jakarta Timur,Alat Simpan
2025-05-23,ORD03953,Customer_6232,Toples Kaca Set 6 pcs,Penyimpanan,139000,2,0,278000,60000,338000,completed,Kelurahan 9, Jakarta Timur,Customer_6232,complete,Kelurahan 9,Jakarta Timur,Alat Simpan
2025-07-09,ORD05285,Customer_1054,Toples Kaca Set 6 pcs,Penyimpanan,139000,2,0,278000,60000,338000,done,Kelurahan 76, Jakarta Timur,Customer_1054,complete,Kelurahan 76,Jakarta Timur,Alat Simpan
2025-07-24,ORD05676,Customer_6547,Toples Kaca Set 6 pcs,Penyimpanan,139000,2,0,278000,60000,338000,completed,Kelurahan 134, Jakarta Timur,Customer_6547,complete,Kelurahan 134,Jakarta Timur,Alat Simpan
2025-10-13,ORD07967,Customer_478,Toples Kaca Set 6 pcs,  Penyimpanan,139000,2,0,278000,60000,338000,completed,kelurahan  158, jakarta timur,Customer_478,complete,Kelurahan 158,Jakarta Timur,Alat Simpan
2025-10-30,ORD08387,Customer_7,Toples Kaca Set 6 pcs,Penyimpanan,139000,2,0,278000,60000,338000,cancel,Kelurahan 105, Jakarta Timur,Customer_7,cancel,Kelurahan 105,Jakarta Timur,Alat Simpan
2025-12-18,ORD09639,  Customer_14,Toples Kaca Set 6 pcs,Penyimpanan,139000,2,0,278000,60000,338000,completed,Kelurahan 31, Jakarta Timur,Customer_14,complete,Kelurahan 31,Jakarta Timur,Alat Simpan
2025-01-29,ORD00791,Customer_1024,Talenan Kayu Jati,Alat Potong,95000,3,0,285000,60000,345000,completed,Kelurahan 159, Jakarta Timur,Customer_1024,complete,Kelurahan 159,Jakarta Timur,Alat Masak
2025-02-09,ORD01114,Customer_36,Loyang Oven Persegi,bakeware,95000,3,0,285000,60000,345000,completed,  KELURAHAN 119, JAKARTA TIMUR,Customer_36,complete,Kelurahan 119,Jakarta Timur,Alat Masak
2025-02-27,ORD01626,Customer_182,Loyang Oven Persegi,Bakeware,95000,3,0,285000,60000,345000,refund,Kelurahan 7, Jakarta Timur,Customer_182,refund,Kelurahan 7,Jakarta Timur,Alat Masak
2025-03-29,ORD02444,Customer_952,Talenan Kayu Jati,Alat Potong,95000,3,0,285000,60000,345000,completed,Kelurahan 8, Jakarta Timur,Customer_952,complete,Kelurahan 8,Jakarta Timur,Alat Masak
2025-02-02,ORD00920,Customer_3240,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,286200,60000,346200,completed,Kelurahan 154, Jakarta Timur,Customer_3240,complete,Kelurahan 154,Jakarta Timur,Alat Simpan
2025-01-04,ORD00090,Customer_336,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,60000,349000,completed,Kelurahan 5, Jakarta Timur,Customer_336,complete,Kelurahan 5,Jakarta Timur,Alat Masak
2025-01-28,ORD00770,Customer_5319,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,60000,349000,Done,Kelurahan 89, Jakarta Timur,Customer_5319,complete,Kelurahan 89,Jakarta Timur,Alat Masak
2025-01-30,ORD00826,Customer_310,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,60000,349000,completed,Kelurahan 99, Jakarta Timur,Customer_310,complete,Kelurahan 99,Jakarta Timur,Alat Masak
2025-04-25,ORD03207,   Customer_5056,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,60000,349000,completed,KELURAHAN  168, JAKARTA TIMUR,Customer_5056,complete,Kelurahan 168,Jakarta Timur,Alat Masak
2025-06-01,ORD04193,Customer_2656,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,60000,349000,completed,Kelurahan 16, Jakarta Timur,Customer_2656,complete,Kelurahan 16,Jakarta Timur,Alat Masak
2025-11-06,ORD08562,Customer_4759,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,60000,349000,cancel,Kelurahan 156, Jakarta Timur,Customer_4759,cancel,Kelurahan 156,Jakarta Timur,Alat Masak
2025-12-07,ORD09371,Customer_1940,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,60000,349000,completed,Kelurahan 135, Jakarta Timur,Customer_1940,complete,Kelurahan 135,Jakarta Timur,Alat Masak
2025-01-02,ORD00039,Customer_4900,Cobek Granit,Peralatan Masak,145000,2,0,290000,60000,350000,completed,Kelurahan 190, Jakarta Timur,Customer_4900,complete,Kelurahan 190,Jakarta Timur,Alat Masak
2025-01-22,ORD00613,Customer_10,Cobek Granit,Peralatan Masak,145000,2,0,290000,60000,350000,completed,Kelurahan 35, Jakarta Timur,Customer_10,complete,Kelurahan 35,Jakarta Timur,Alat Masak
2025-02-14,ORD01257,Customer_467,Cobek Granit,Peralatan Masak,145000,2,0,290000,60000,350000,completed,Kelurahan 14, Jakarta Timur,Customer_467,complete,Kelurahan 14,Jakarta Timur,Alat Masak
2025-02-20,ORD01419,Customer_6428,Cobek Granit,Peralatan Masak,145000,2,0,290000,60000,350000,completed,Kelurahan 15, Jakarta Timur,Customer_6428,complete,Kelurahan 15,Jakarta Timur,Alat Masak
2025-03-27,ORD02410,Customer_5691,Cobek Granit,Peralatan Masak,145000,2,0,290000,60000,350000,completed,Kelurahan 169, Jakarta Timur,Customer_5691,complete,Kelurahan 169,Jakarta Timur,Alat Masak
2025-06-24,ORD04836,Customer_1246,Cobek Granit,Peralatan Masak,145000,2,0,290000,60000,350000,completed,Kelurahan 22, Jakarta Timur,Customer_1246,complete,Kelurahan 22,Jakarta Timur,Alat Masak
2025-08-17,ORD06367,customer_485    ,Cobek Granit,PERALATAN MASAK,145000,2,0,290000,60000,350000,completed,Kelurahan 94, Jakarta Timur,Customer_485,complete,Kelurahan 94,Jakarta Timur,Alat Masak
2025-11-21,ORD08944,Customer_380,Cobek Granit,Peralatan Masak,145000,2,0,290000,60000,350000,done,Kelurahan 53, Jakarta Timur,Customer_380,complete,Kelurahan 53,Jakarta Timur,Alat Masak
2025-11-28,ORD09147,Customer_1619,Cobek Granit,Peralatan Masak,145000,2,0,290000,60000,350000,completed,Kelurahan 166, Jakarta Timur,Customer_1619,complete,Kelurahan 166,Jakarta Timur,Alat Masak
2025-01-29,ORD00792,Customer_9,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,60000,357000,completed,Kelurahan 8, Jakarta Timur,Customer_9,complete,Kelurahan 8,Jakarta Timur,Alat Simpan
2025-02-04,ORD00981,Customer_63,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,60000,357000,completed,Kelurahan 113, Jakarta Timur,Customer_63,complete,Kelurahan 113,Jakarta Timur,Alat Simpan
2025-06-16,ORD04595,Customer_62,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,60000,357000,cancel,Kelurahan 151, Jakarta Timur,Customer_62,cancel,Kelurahan 151,Jakarta Timur,Alat Simpan
2025-07-14,ORD05445,Customer_2375,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,60000,357000,completed,Kelurahan 67, Jakarta Timur,Customer_2375,complete,Kelurahan 67,Jakarta Timur,Alat Saji
2025-08-04,ORD06007,Customer_5588,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,60000,357000,completed,Kelurahan 13, Jakarta Timur,Customer_5588,complete,Kelurahan 13,Jakarta Timur,Alat Simpan
2025-08-16,ORD06354,Customer_3105,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,60000,357000,completed,Kelurahan 200, Jakarta Timur,Customer_3105,complete,Kelurahan 200,Jakarta Timur,Alat Saji
2025-09-17,ORD07207,Customer_95,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,60000,357000,Done,Kelurahan 90, Jakarta Timur,Customer_95,complete,Kelurahan 90,Jakarta Timur,Alat Simpan
2025-09-20,ORD07275,  Customer_497   ,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,60000,357000,completed,   kelurahan 88, jakarta timur,Customer_497,complete,Kelurahan 88,Jakarta Timur,Alat Simpan
2025-10-01,ORD07613,Customer_613,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,60000,357000,completed,Kelurahan 69, Jakarta Timur,Customer_613,complete,Kelurahan 69,Jakarta Timur,Alat Simpan
2025-12-08,ORD09415,Customer_28,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,60000,357000,completed,Kelurahan 108, Jakarta Timur,Customer_28,complete,Kelurahan 108,Jakarta Timur,Alat Simpan
2025-12-16,ORD09586,customer_4507,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,60000,357000,completed,Kelurahan 100, Jakarta Timur,Customer_4507,complete,Kelurahan 100,Jakarta Timur,Alat Saji
2025-12-31,ORD09986,Customer_5723,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,60000,357000,completed,Kelurahan 113, Jakarta Timur,Customer_5723,complete,Kelurahan 113,Jakarta Timur,Alat Simpan
2025-04-22,ORD03122,Customer_44,Mixer Tangan,Elektronik Dapur,299000,1,0,299000,60000,359000,completed,Kelurahan 113, Jakarta Timur,Customer_44,complete,Kelurahan 113,Jakarta Timur,Alat Masak
2025-07-05,ORD05176,Customer_943,Mixer Tangan,Elektronik Dapur,299000,1,0,299000,60000,359000,completed,Kelurahan 193, Jakarta Timur,Customer_943,complete,Kelurahan 193,Jakarta Timur,Alat Masak
2025-11-23,ORD09005,Customer_2297,Mixer Tangan,Elektronik Dapur,299000,1,0,299000,60000,359000,completed,Kelurahan 172, Jakarta Timur,Customer_2297,complete,Kelurahan 172,Jakarta Timur,Alat Masak
2025-03-30,ORD02457,Customer_1067,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,318000,60000,378000,completed,Kelurahan 25, Jakarta Timur,Customer_1067,complete,Kelurahan 25,Jakarta Timur,Alat Simpan
2025-05-11,ORD03622,Customer_3234,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,318000,60000,378000,refund,Kelurahan 36, Jakarta Timur,Customer_3234,refund,Kelurahan 36,Jakarta Timur,Alat Simpan
2025-08-24,ORD06574,Customer_51,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,318000,60000,378000,completed,Kelurahan 89, Jakarta Timur,Customer_51,complete,Kelurahan 89,Jakarta Timur,Alat Simpan
2025-09-11,ORD07057,Customer_6278,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,318000,60000,378000,completed,Kelurahan 95, Jakarta Timur,Customer_6278,complete,Kelurahan 95,Jakarta Timur,Alat Simpan
2025-09-25,ORD07451,Customer_2721,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,318000,60000,378000,completed,Kelurahan 10, Jakarta Timur,Customer_2721,complete,Kelurahan 10,Jakarta Timur,Alat Simpan
2025-12-05,ORD09326,  Customer_145,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,318000,60000,378000,completed,Kelurahan 47, Jakarta Timur,Customer_145,complete,Kelurahan 47,Jakarta Timur,Alat Simpan
2025-12-22,ORD09759,Customer_4499,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,318000,60000,378000,completed,Kelurahan 153, Jakarta Timur,Customer_4499,complete,Kelurahan 153,Jakarta Timur,Alat Simpan
2025-04-21,ORD03070,Customer_805,Rak Piring Stainless 2 Susun,Penyimpanan,325000,1,0,325000,60000,385000,completed,Kelurahan 52, Jakarta Timur,Customer_805,complete,Kelurahan 52,Jakarta Timur,Alat Simpan
2025-05-08,ORD03528,Customer_4235,Rak Piring Stainless 2 Susun,PENYIMPANAN,325000,1,0,325000,60000,385000,completed,Kelurahan 37, Jakarta Timur,Customer_4235,complete,Kelurahan 37,Jakarta Timur,Alat Simpan
2025-05-15,ORD03741,Customer_4153,Rak Piring Stainless 2 Susun,Penyimpanan,325000,1,0,325000,60000,385000,completed,Kelurahan 141, Jakarta Timur,Customer_4153,complete,Kelurahan 141,Jakarta Timur,Alat Simpan
2025-07-14,ORD05442,Customer_4254,Rak Piring Stainless 2 Susun,Penyimpanan,325000,1,0,325000,60000,385000,completed,Kelurahan 151, Jakarta Timur,Customer_4254,complete,Kelurahan 151,Jakarta Timur,Alat Simpan
2025-08-10,ORD06185,Customer_3,Rak Piring Stainless 2 Susun,Penyimpanan,325000,1,0,325000,60000,385000,completed,Kelurahan 155, Jakarta Timur,Customer_3,complete,Kelurahan 155,Jakarta Timur,Alat Simpan
2025-09-30,ORD07588,Customer_4286,Rak Piring Stainless 2 Susun,Penyimpanan,325000,1,0,325000,60000,385000,completed,Kelurahan 171, Jakarta Timur,Customer_4286,complete,Kelurahan 171,Jakarta Timur,Alat Simpan
2025-04-04,ORD02595,Customer_6337,Mangkuk Keramik Set 6 pcs,Peralatan Saji,185000,2,0,333000,60000,393000,completed,Kelurahan 56, Jakarta Timur,Customer_6337,complete,Kelurahan 56,Jakarta Timur,Alat Saji
2025-01-09,ORD00245,Customer_1975,French Press 600 ml,Peralatan Minum,169000,2,0,338000,60000,398000,completed ,   kelurahan 56, jakarta timur,Customer_1975,complete,Kelurahan 56,Jakarta Timur,Alat Saji
2025-04-11,ORD02774,Customer_4642,French Press 600 ml,Peralatan Minum,169000,2,0,338000,60000,398000,refund,Kelurahan 55, Jakarta Timur,Customer_4642,refund,Kelurahan 55,Jakarta Timur,Alat Saji
2025-01-22,ORD00626,Customer_178,Wajan Anti Lengket 24 cm,Peralatan Masak,175000,2,0,350000,60000,410000,completed,Kelurahan 33, Jakarta Timur,Customer_178,complete,Kelurahan 33,Jakarta Timur,Alat Masak
2025-05-19,ORD03838,Customer_3965,Wajan Anti Lengket 24 cm,Peralatan Masak,175000,2,0,350000,60000,410000,completed,Kelurahan 34, Jakarta Timur,Customer_3965,complete,Kelurahan 34,Jakarta Timur,Alat Masak
2025-10-13,ORD07958,Customer_2672,Wajan Anti Lengket 24 cm,Peralatan Masak,175000,2,0,350000,60000,410000,completed,Kelurahan 104, Jakarta Timur,Customer_2672,complete,Kelurahan 104,Jakarta Timur,Alat Masak
2025-10-21,ORD08160,Customer_5137,Wajan Anti Lengket 24 cm,Peralatan Masak,175000,2,0,350000,60000,410000,completed,Kelurahan 101, Jakarta Timur,Customer_5137,complete,Kelurahan 101,Jakarta Timur,Alat Masak
2025-12-16,ORD09583,Customer_803,Wajan Anti Lengket 24 cm,Cookware,175000,2,0,350000,60000,410000,completed,Kelurahan 71, Jakarta Timur,Customer_803,complete,Kelurahan 71,Jakarta Timur,Alat Masak
2025-12-18,ORD09649,Customer_110,Wajan Anti Lengket 24 cm,Cookware,175000,2,0,350000,60000,410000,completed,Kelurahan 124, Jakarta Timur,Customer_110,complete,Kelurahan 124,Jakarta Timur,Alat Masak
2025-01-02,ORD00030,Customer_126,Panci Kukus 3 Susun,Peralatan Masak,355000,1,0,355000,60000,415000,completed,Kelurahan 130, Jakarta Timur,Customer_126,complete,Kelurahan 130,Jakarta Timur,Alat Masak
2025-01-12,ORD00345,Customer_6054,Panci Kukus 3 Susun,cookware,355000,1,0,355000,60000,415000,completed,Kelurahan 135, Jakarta Timur,Customer_6054,complete,Kelurahan 135,Jakarta Timur,Alat Masak
2025-01-19,ORD00544,Customer_5475,Panci Kukus 3 Susun,Peralatan Masak,355000,1,0,355000,60000,415000,completed,Kelurahan 162, Jakarta Timur,Customer_5475,complete,Kelurahan 162,Jakarta Timur,Alat Masak
2025-07-31,ORD05906,Customer_42,Panci Kukus 3 Susun,Peralatan Masak,355000,1,0,355000,60000,415000,completed,Kelurahan 188, Jakarta Timur,Customer_42,complete,Kelurahan 188,Jakarta Timur,Alat Masak
2025-08-04,ORD06028,Customer_6340,Panci Kukus 3 Susun,Cookware,355000,1,0,355000,60000,415000,completed,Kelurahan 68, Jakarta Timur,Customer_6340,complete,Kelurahan 68,Jakarta Timur,Alat Masak
2025-08-18,ORD06391,Customer_1647,Panci Kukus 3 Susun,Peralatan Masak,355000,1,0,355000,60000,415000,completed,Kelurahan 101, Jakarta Timur,Customer_1647,complete,Kelurahan 101,Jakarta Timur,Alat Masak
2025-09-30,ORD07568,Customer_423,Panci Kukus 3 Susun,Cookware,355000,1,0,355000,60000,415000,completed,Kelurahan 16, Jakarta Timur,Customer_423,complete,Kelurahan 16,Jakarta Timur,Alat Masak
2025-01-24,ORD00684,Customer_1,Rak Bumbu Putar,Penyimpanan,119000,3,0,357000,60000,417000,completed,   Kelurahan 142, Jakarta Timur   ,Customer_1,complete,Kelurahan 142,Jakarta Timur,Alat Simpan
2025-02-10,ORD01147,Customer_4724,Rak Bumbu Putar,Penyimpanan,119000,3,0,357000,60000,417000,cancel,Kelurahan 38, Jakarta Timur,Customer_4724,cancel,Kelurahan 38,Jakarta Timur,Alat Simpan
2025-03-26,ORD02364,Customer_4132,Rak Bumbu Putar,Penyimpanan,119000,3,0,357000,60000,417000,cancel,Kelurahan 198, Jakarta Timur,Customer_4132,cancel,Kelurahan 198,Jakarta Timur,Alat Simpan
2025-04-08,ORD02699,Customer_2630,Rak Bumbu Putar,penyimpanan,119000,3,0,357000,60000,417000,completed,Kelurahan 180, Jakarta Timur,Customer_2630,complete,Kelurahan 180,Jakarta Timur,Alat Simpan
2025-04-11,ORD02778,Customer_3579,Rak Bumbu Putar,Penyimpanan,119000,3,0,357000,60000,417000,completed,Kelurahan 94, Jakarta Timur,Customer_3579,complete,Kelurahan 94,Jakarta Timur,Alat Simpan
2025-06-10,ORD04443,Customer_481,Rak Bumbu Putar,Penyimpanan,119000,3,0,357000,60000,417000,completed,Kelurahan 175, Jakarta Timur,Customer_481,complete,Kelurahan 175,Jakarta Timur,Alat Simpan
2025-07-27,ORD05773,Customer_6001,Rak Bumbu Putar,Penyimpanan,119000,3,0,357000,60000,417000,completed,Kelurahan 18, Jakarta Timur,Customer_6001,complete,Kelurahan 18,Jakarta Timur,Alat Simpan
2025-11-12,ORD08719,Customer_508,Rak Bumbu Putar,Penyimpanan,119000,3,0,357000,60000,417000,refund,Kelurahan 63, Jakarta Timur,Customer_508,refund,Kelurahan 63,Jakarta Timur,Alat Simpan
2025-12-07,ORD09368,Customer_4172,Rak Bumbu Putar,Penyimpanan,119000,3,0,357000,60000,417000,completed,Kelurahan 73, Jakarta Timur,Customer_4172,complete,Kelurahan 73,Jakarta Timur,Alat Simpan
2025-03-19,ORD02168,Customer_1751,Termos Air 2 L,Peralatan Minum,179000,2,0,358000,60000,418000,completed,Kelurahan 84, Jakarta Timur,Customer_1751,complete,Kelurahan 84,Jakarta Timur,Alat Saji
2025-05-12,ORD03645,Customer_123    ,Termos Air 2 L,Peralatan Minum,179000,2,0,358000,60000,418000,completed,Kelurahan 95, Jakarta Timur,Customer_123,complete,Kelurahan 95,Jakarta Timur,Alat Saji
2025-08-23,ORD06549,Customer_5652,Termos Air 2 L,Peralatan Minum,179000,2,0,358000,60000,418000,completed,Kelurahan 79, Jakarta Timur,Customer_5652,complete,Kelurahan 79,Jakarta Timur,Alat Saji
2025-08-29,ORD06724,Customer_6219,Termos Air 2 L,Peralatan Minum,179000,2,0,358000,60000,418000,Done,Kelurahan 135, Jakarta Timur,Customer_6219,complete,Kelurahan 135,Jakarta Timur,Alat Saji
2025-12-05,ORD09329,Customer_473,Termos Air 2 L,Peralatan Minum,179000,2,0,358000,60000,418000,completed,Kelurahan 85, Jakarta Timur,Customer_473,complete,Kelurahan 85,Jakarta Timur,Alat Saji
2025-01-14,ORD00414,Customer_4307,Set Pisau Dapur 6 pcs,Alat Potong,185000,2,0,370000,60000,430000,completed,Kelurahan 82, Jakarta Timur,Customer_4307,complete,Kelurahan 82,Jakarta Timur,Alat Masak
2025-02-24,ORD01522,Customer_135,Mangkuk Keramik Set 6 pcs,Peralatan Saji,185000,2,0,370000,60000,430000,Done,Kelurahan 139, Jakarta Timur,Customer_135,complete,Kelurahan 139,Jakarta Timur,Alat Saji
2025-03-05,ORD01787,Customer_36,Set Pisau Dapur 6 pcs,Alat Potong,185000,2,0,370000,60000,430000,completed,Kelurahan 174, Jakarta Timur,Customer_36,complete,Kelurahan 174,Jakarta Timur,Alat Masak
2025-06-02,ORD04235,Customer_493,Mangkuk Keramik Set 6 pcs,Peralatan Saji,185000,2,0,370000,60000,430000,completed,Kelurahan 6, Jakarta Timur,Customer_493,complete,Kelurahan 6,Jakarta Timur,Alat Saji
2025-06-02,ORD04241,Customer_6,Set Pisau Dapur 6 pcs,Alat Potong,185000,2,0,370000,60000,430000,completed,Kelurahan 100, Jakarta Timur,Customer_6,complete,Kelurahan 100,Jakarta Timur,Alat Masak
2025-08-18,ORD06383,Customer_162,Set Pisau Dapur 6 pcs,Alat Potong,185000,2,0,370000,60000,430000,completed,Kelurahan 108, Jakarta Timur,Customer_162,complete,Kelurahan 108,Jakarta Timur,Alat Masak
2025-08-30,ORD06757,Customer_90,Mangkuk Keramik Set 6 pcs,Peralatan Saji,185000,2,0,370000,60000,430000,completed,Kelurahan 66, Jakarta Timur,Customer_90,complete,Kelurahan 66,Jakarta Timur,Alat Saji
2025-09-27,ORD07484,Customer_321,Mangkuk Keramik Set 6 pcs,Peralatan Saji,185000,2,0,370000,60000,430000,refund,Kelurahan 187, Jakarta Timur,Customer_321,refund,Kelurahan 187,Jakarta Timur,Alat Saji
2025-03-31,ORD02495,Customer_17,Timbangan Digital Dapur,AKSESORI DAPUR,125000,3,0,375000,60000,435000,completed,Kelurahan 130, Jakarta Timur,Customer_17,complete,Kelurahan 130,Jakarta Timur,Alat Simpan
2025-05-07,ORD03518,Customer_4490,Timbangan Digital Dapur,Aksesori Dapur,125000,3,0,375000,60000,435000,completed,Kelurahan 169, Jakarta Timur,Customer_4490,complete,Kelurahan 169,Jakarta Timur,Alat Simpan
2025-05-30,ORD04136,Customer_3489,Timbangan Digital Dapur,Aksesori Dapur,125000,3,0,375000,60000,435000,completed,Kelurahan 53, Jakarta Timur,Customer_3489,complete,Kelurahan 53,Jakarta Timur,Alat Simpan
2025-08-27,ORD06679,Customer_235,Timbangan Digital Dapur,Aksesori Dapur,125000,3,0,375000,60000,435000,completed,Kelurahan 104, Jakarta Timur,Customer_235,complete,Kelurahan 104,Jakarta Timur,Alat Simpan
2025-10-01,ORD07618,Customer_1724,Timbangan Digital Dapur,Aksesori Dapur,125000,3,0,375000,60000,435000,completed,Kelurahan 60, Jakarta Timur,Customer_1724,complete,Kelurahan 60,Jakarta Timur,Alat Simpan
2025-10-24,ORD08247,Customer_454,Timbangan Digital Dapur,Aksesori Dapur,125000,3,0,375000,60000,435000,refund,Kelurahan 115, Jakarta Timur,Customer_454,refund,Kelurahan 115,Jakarta Timur,Alat Simpan
2025-11-08,ORD08612,Customer_4729,Timbangan Digital Dapur,Aksesori Dapur,125000,3,0,375000,60000,435000,COMPLETED,Kelurahan 150, Jakarta Timur,Customer_4729,complete,Kelurahan 150,Jakarta Timur,Alat Simpan
2025-12-17,ORD09629,Customer_6156,Timbangan Digital Dapur,Aksesori Dapur,125000,3,0,375000,60000,435000,completed,Kelurahan 116, Jakarta Timur,Customer_6156,complete,Kelurahan 116,Jakarta Timur,Alat Simpan
2025-05-16,ORD03754,Customer_94,Rice Cooker 1.8 L,Elektronik Dapur,385000,1,0,385000,60000,445000,completed,Kelurahan 38, Jakarta Timur,Customer_94,complete,Kelurahan 38,Jakarta Timur,Alat Masak
2025-07-04,ORD05150,Customer_4911,Rice Cooker 1.8 L,Elektronik Dapur,385000,1,0,385000,60000,445000,completed,Kelurahan 170, Jakarta Timur,Customer_4911,complete,Kelurahan 170,Jakarta Timur,Alat Masak
2025-12-14,ORD09540,Customer_2220,Rice Cooker 1.8 L,Elektronik Dapur,385000,1,0,385000,60000,445000,completed,Kelurahan 59, Jakarta Timur,Customer_2220,complete,Kelurahan 59,Jakarta Timur,Alat Masak
2025-04-20,ORD03052,Customer_5685,Botol Minum Stainless 750 ml,Peralatan Minum,129000,3,0,387000,60000,447000,completed,Kelurahan 190, Jakarta Timur,Customer_5685,complete,Kelurahan 190,Jakarta Timur,Alat Saji
2025-05-06,ORD03482,Customer_1876,Botol Minum Stainless 750 ml,Peralatan Minum,129000,3,0,387000,60000,447000,completed,Kelurahan 15, Jakarta Timur,Customer_1876,complete,Kelurahan 15,Jakarta Timur,Alat Saji
2025-07-07,ORD05235,Customer_2287,Cobek Granit,peralatan masak,145000,3,0,391500,60000,451500,completed,Kelurahan 137, Jakarta Timur,Customer_2287,complete,Kelurahan 137,Jakarta Timur,Alat Masak
2025-02-23,ORD01493,Customer_5075,Toples Kaca Set 6 pcs,Penyimpanan,139000,3,0,417000,60000,477000,completed,Kelurahan 200, Jakarta Timur,Customer_5075,complete,Kelurahan 200,Jakarta Timur,Alat Simpan
2025-02-24,ORD01518,Customer_1964,Toples Kaca Set 6 pcs,Penyimpanan,139000,3,0,417000,60000,477000,completed,Kelurahan 141, Jakarta Timur,Customer_1964,complete,Kelurahan 141,Jakarta Timur,Alat Simpan
